iter	Passed	Remaining
139	23986	147348
140	24241	147682
141	24572	148470
142	24851	148934
143	25216	149898
144	25550	150657
145	25825	151063
146	26121	151574
147	26399	151977
148	26765	152867
149	27072	153410
150	27315	153583
151	27689	154476
152	28048	155277
153	28539	156782
154	28941	157779
155	29230	158142
156	29606	158972
157	29840	159023
158	30226	159878
159	30684	161091
160	30958	161331
161	31569	163305
162	31980	164219
163	32241	164353
164	32507	164508
165	32766	164623
166	33018	164698
167	33249	164663
168	33436	164411
169	33629	164191
170	33822	163969
171	34028	163812
172	34220	163584
173	34423	163412
174	34604	163136
175	34781	162842
176	34947	162496
177	35163	162386
178	35387	162307
179	35625	162295
180	35820	162084
181	35995	161783
182	36201	161623
183	36428	161552
184	36657	161493
185	36830	161183
186	37012	160915
187	37223	160771
188	37414	160544
189	37620	160382
190	37853	160334
191	38058	160164
192	38273	160034
193	38501	159959
194	38672	159646
195	38842	159335
196	39013	159024
197	39175	158679
198	39334	158327
199	39564	158257
200	39786	158158
201	39994	157998
202	40153	157645
203	40306	157273
204	40497	157052
205	40673	156772
206	40947	156865
207	41351	157451
208	41689	157780
209	41931	157742
210	42102	157435
211	42282	157164
212	42436	156794
213	42599	156464
214	42767	156149
215	42945	155877
216	43125	155610
217	43316	155384
218	43528	155230
219	43749	155111
220	43944	154900
221	44174	154809
222	44386	154654
223	44567	154395
224	44778	154235
225	44970	154014
226	45180	153853
227	45331	153491
228	45461	153059
229	45592	152634
230	45722	152209
231	45869	151842
232	46058	151615
233	46207	151260
234	46373	150959
235	46519	150595
236	46691	150318
237	46867	150055
238	47047	149803
239	47198	149462
240	47322	149035
241	47452	148632
242	47583	148232
243	47716	147843
244	47893	147590
245	48067	147327
246	48202	146950
247	48357	146632
248	48506	146299
249	48634	145903
250	48788	145588
251	48998	145440
252	49166	145166
253	49348	144936
254	49511	144650
255	49660	144326
256	49825	144047
257	49965	143699
258	50108	143360
259	50252	143027
260	50466	142892
261	50675	142741
262	50886	142596
263	51097	142453
264	51280	142230
265	51463	142007
266	51701	141937
267	51959	141918
268	52143	141698
269	52357	141558
270	52560	141389
271	52782	141270
272	52994	141125
273	53191	140938
274	53336	140613
275	53473	140270
276	53634	139992
277	53884	139945
278	54117	139851
279	54275	139566
280	54425	139260
281	54642	139124
282	54784	138799
283	54964	138572
284	55140	138335
285	55285	138020
286	55544	137991
287	55674	137640
288	55812	137309
289	55935	136945
290	56059	136584
291	56190	136242
292	56324	135909
293	56433	135517
294	56545	135134
295	56664	134770
296	56775	134386
297	56887	134009
298	56996	133627
299	57106	133248
300	57223	132887
301	57336	132519
302	57445	132144
303	57556	131774
304	57688	131454
305	57860	131226
306	57999	130923
307	58188	130735
308	58399	130595
309	58533	130283
310	58651	129939
311	58769	129594
312	58882	129240
313	58996	128889
314	59108	128537
315	59225	128196
316	59332	127836
317	59441	127481
318	59551	127130
319	59689	126839
320	59841	126580
321	59954	126239
322	60151	126075
323	60280	125771
324	60444	125538
325	60605	125300
326	60741	125012
327	60855	124679
328	60978	124365
329	61102	124056
330	61226	123747
331	61344	123427
332	61461	123108
333	61593	122817
334	61786	122650
335	61928	122383
336	62066	122106
337	62213	121850
338	62376	121624
339	62539	121399
340	62689	121151
341	62877	120974
342	63060	120789
343	63259	120634
344	63421	120408
345	63604	120224
346	63759	119985
347	63943	119801
348	64136	119635
349	64285	119386
350	64422	119117
351	64568	118864
352	64720	118624
353	64882	118402
354	65065	118217
355	65224	117990
356	65368	117737
357	65516	117491
358	65685	117283
359	65850	117066
360	66108	117018
361	66291	116833
362	66496	116689
363	66763	116651
364	66993	116551
365	67168	116351
366	67343	116153
367	67595	116087
368	67894	116100
369	68073	115908
370	68338	115862
371	68522	115677
372	68766	115594
373	69007	115504
374	69204	115340
375	69470	115291
376	69656	115109
377	69784	114831
378	69898	114530
379	70018	114240
380	70132	113942
381	70267	113679
382	70380	113380
383	70497	113090
384	70608	112789
385	70718	112489
386	70831	112195
387	70943	111900
388	71055	111606
389	71169	111315
390	71277	111017
391	71731	111257
392	71845	110967
393	71968	110692
394	72279	110707
395	72470	110535
396	72596	110265
397	72705	109971
398	72817	109681
399	72930	109396
400	73047	109116
401	73173	108850
402	73295	108579
403	73432	108330
404	73580	108099
405	73707	107837
406	73832	107574
407	73949	107299
408	74073	107035
409	74199	106775
410	74324	106514
411	74470	106283
412	74598	106028
413	74714	105755
414	74835	105490
415	74948	105215
416	75091	104983
417	75213	104723
418	75325	104449
419	75441	104180
420	75553	103908
421	75720	103712
422	75835	103444
423	75953	103182
424	76089	102945
425	76232	102716
426	76344	102447
427	76515	102258
428	76681	102063
429	76877	101907
430	77057	101730
431	77235	101550
432	77361	101301
433	77513	101089
434	77630	100830
435	77760	100589
436	77874	100327
437	78030	100120
438	78193	99923
439	78311	99669
440	78429	99414
441	78541	99153
442	78653	98894
443	78768	98637
444	78882	98382
445	78998	98127
446	79112	97872
447	79227	97619
448	79343	97368
449	79460	97118
450	79575	96867
451	79684	96608
452	79793	96350
453	79906	96099
454	80038	95869
455	80181	95655
456	80309	95422
457	80418	95167
458	80531	94918
459	80641	94666
460	80751	94414
461	80868	94171
462	80980	93922
463	81091	93674
464	81212	93438
465	81332	93200
466	81455	92967
467	81565	92719
468	81679	92477
469	81792	92234
470	81904	91990
471	82019	91750
472	82169	91550
473	82282	91308
474	82392	91065
475	82503	90823
476	82614	90581
477	82733	90348
478	82847	90111
479	82960	89873
480	83073	89636
481	83186	89399
482	83296	89160
483	83407	88922
484	83520	88686
485	83635	88453
486	83744	88215
487	83858	87982
488	83969	87747
489	84077	87509
490	84188	87274
491	84295	87036
492	84405	86802
493	84532	86585
494	84644	86354
495	84758	86125
496	84870	85894
497	84991	85674
498	85103	85444
499	85221	85221
500	85333	84992
501	85461	84780
502	85621	84600
503	85737	84376
504	85846	84146
505	85964	83925
506	86086	83709
507	86197	83482
508	86311	83259
509	86450	83060
510	86605	82876
511	86728	82663
512	86852	82450
513	86971	82233
514	87124	82048
515	87326	81910
516	87625	81863
517	87957	81845
518	88160	81705
519	88305	81512
520	88442	81312
521	88578	81111
522	88773	80965
523	88934	80788
524	89082	80598
525	89207	80388
526	89352	80196
527	89505	80012
528	89629	79802
529	89751	79591
530	89901	79404
531	90045	79213
532	90190	79022
533	90331	78828
534	90504	78662
535	90685	78503
536	91000	78459
537	91237	78348
538	91410	78182
539	91604	78033
540	91768	77858
541	91990	77733
542	92226	77619
543	92383	77439
544	92565	77279
545	92702	77082
546	92834	76881
547	92962	76676
548	93098	76479
549	93297	76334
550	93482	76177
551	93648	76004
552	93855	75864
553	94032	75701
554	94169	75505
555	94297	75302
556	94452	75121
557	94563	74904
558	94701	74711
559	94844	74520
560	94996	74337
561	95170	74171
562	95315	73984
563	95432	73773
564	95548	73564
565	95663	73353
566	95780	73144
567	95910	72945
568	96052	72756
569	96175	72553
570	96374	72407
571	96529	72228
572	96644	72019
573	96765	71815
574	96895	71618
575	97030	71425
576	97181	71243
577	97363	71085
578	97549	70929
579	97716	70760
580	97866	70578
581	98019	70398
582	98169	70217
583	98332	70045
584	98487	69867
585	98642	69689
586	98804	69516
587	98957	69337
588	99078	69136
589	99192	68930
590	99304	68723
591	99439	68532
592	99578	68344
593	99697	68143
594	99813	67940
595	99971	67765
596	100090	67565
597	100199	67358
598	100310	67153
599	100452	66968
600	100602	66789
601	100735	66599
602	100894	66426
603	101032	66239
604	101194	66069
605	101317	65873
606	101685	65836
607	101815	65644
608	101975	65472
609	102095	65273
610	102272	65112
611	102453	64953
612	102640	64799
613	102812	64634
614	102963	64456
615	103089	64263
616	103245	64089
617	103376	63899
618	103521	63718
619	103686	63549
620	103852	63381
621	104001	63203
622	104161	63031
623	104296	62845
624	104443	62666
625	104598	62491
626	104714	62294
627	104831	62097
628	104943	61898
629	105062	61703
630	105179	61507
631	105297	61312
632	105437	61130
633	105553	60934
634	105697	60755
635	105855	60583
636	105978	60392
637	106092	60196
638	106222	60009
639	106355	59824
640	106480	59635
641	106602	59445
642	106737	59261
643	106881	59083
644	107032	58909
645	107193	58740
646	107477	58638
647	107591	58444
648	107736	58267
649	107902	58101
650	108032	57916
651	108231	57767
652	108420	57614
653	108572	57440
654	108716	57263
655	108923	57118
656	109084	56949
657	109240	56778
658	109388	56603
659	109542	56431
660	109721	56271
661	109892	56108
662	110065	55946
663	110211	55769
664	110365	55597
665	110508	55420
666	110721	55277
667	110957	55146
668	111095	54966
669	111314	54826
670	111490	54665
671	111631	54486
672	111757	54301
673	111934	54140
674	112131	53989
675	112330	53838
676	112492	53670
677	112633	53492
678	112796	53325
679	112940	53148
680	113117	52987
681	113268	52814
682	113416	52639
683	113584	52474
684	113767	52316
685	113930	52149
686	114088	51979
687	114238	51805
688	114386	51631
689	114528	51454
690	114687	51285
691	114839	51113
692	115025	50956
693	115275	50827
694	115473	50675
695	115629	50504
696	115777	50330
697	115920	50154
698	116061	49977
699	116206	49802
700	116346	49625
701	116473	49443
702	116591	49257
703	116711	49071
704	116835	48888
705	116954	48703
706	117091	48526
707	117247	48356
708	117416	48192
709	117606	48036
710	117756	47864
711	118056	47753
712	118216	47585
713	118366	47412
714	118514	47240
715	118728	47093
716	118961	46954
717	119172	46806
718	119342	46641
719	119479	46464
720	119609	46284
721	119761	46113
722	120166	46038
723	120361	45883
724	120527	45717
725	120670	45542
726	120898	45399
727	121095	45244
728	121244	45071
729	121393	44898
730	121537	44724
731	121760	44578
732	122005	44441
733	122156	44269
734	122307	44097
735	122460	43926
736	122611	43754
737	122766	43583
738	122909	43409
739	123056	43236
740	123252	43080
741	123471	42932
742	123633	42764
743	123785	42592
744	123930	42419
745	124078	42246
746	124215	42070
747	124351	41893
748	124494	41719
749	124633	41544
750	124770	41368
751	124911	41194
752	125049	41018
753	125184	40842
754	125315	40665
755	125444	40487
756	125584	40313
757	125730	40140
758	125888	39972
759	126044	39803
760	126216	39639
761	126367	39469
762	126517	39298
763	126664	39126
764	126814	38956
765	126955	38782
766	127093	38608
767	127231	38434
768	127363	38258
769	127500	38084
770	127628	37907
771	127758	37731
772	127895	37558
773	128036	37385
774	128170	37210
775	128304	37036
776	128440	36862
777	128596	36694
778	128978	36590
779	129801	36610
780	130436	36575
781	130887	36487
782	131062	36322
783	131229	36155
784	131379	35982
785	131533	35812
786	131712	35647
787	131914	35489
788	132108	35329
789	132380	35189
790	132793	35086
791	133143	34966
792	133374	34815
793	133705	34689
794	134027	34560
795	134221	34398
796	134456	34246
797	134652	34084
798	134805	33912
799	134949	33737
800	135119	33569
801	135305	33404
802	135480	33237
803	135620	33061
804	135755	32884
805	135900	32710
806	136071	32542
807	136243	32374
808	136403	32204
809	136567	32034
810	136701	31857
811	136836	31681
812	136997	31511
813	137181	31346
814	137334	31173
815	137467	30997
816	137595	30820
817	137727	30643
818	137863	30468
819	138000	30292
820	138133	30116
821	138278	29943
822	138435	29772
823	138633	29610
824	138778	29437
825	138907	29261
826	139041	29085
827	139177	28911
828	139306	28735
829	139454	28562
830	139639	28398
831	139810	28231
832	139997	28066
833	140175	27900
834	140315	27726
835	140447	27551
836	140597	27380
837	140804	27220
838	141062	27069
839	141288	26912
840	141425	26738
841	141591	26569
842	141791	26407
843	142116	26268
844	142380	26117
845	142571	25952
846	142722	25781
847	142870	25608
848	143010	25435
849	143171	25265
850	143395	25106
851	143625	24949
852	143805	24782
853	144004	24619
854	144316	24474
855	144549	24316
856	144719	24148
857	144914	23983
858	145113	23819
859	145265	23647
860	145493	23488
861	145650	23317
862	145782	23142
863	145917	22968
864	146057	22795
865	146237	22628
866	146402	22458
867	146593	22293
868	146935	22150
869	147241	22001
870	147484	21843
871	147650	21673
872	147816	21503
873	147977	21333
874	148155	21165
875	148372	21002
876	148554	20834
877	148731	20666
878	148915	20499
879	149170	20341
880	149351	20173
881	149562	20009
882	149749	19842
883	149986	19681
884	150268	19526
885	150489	19363
886	150780	19208
887	151046	19050
888	151244	18884
889	151433	18716
890	151583	18543
891	151740	18372
892	151875	18197
893	152025	18025
894	152231	17859
895	152401	17689
896	152562	17518
897	152698	17344
898	152856	17173
899	152998	16999
900	153256	16839
901	153392	16665
902	153527	16491
903	153786	16331
904	153930	16158
905	154079	15986
906	154250	15816
907	154413	15645
908	154554	15472
909	154703	15300
910	154964	15139
911	155121	14967
912	155262	14795
913	155389	14620
914	155532	14448
915	155734	14281
916	155895	14110
917	156034	13937
918	156166	13764
919	156300	13591
920	156440	13418
921	156577	13246
922	156720	13074
923	156894	12904
924	157116	12739
925	157327	12572
926	157531	12405
927	157740	12238
928	157962	12072
929	158105	11900
930	158236	11727
931	158367	11554
932	158487	11381
933	158614	11208
934	158733	11034
935	158848	10861
936	158969	10688
937	159090	10515
938	159203	10342
939	159323	10169
940	159445	9997
941	159557	9824
942	159682	9652
943	159813	9480
944	159938	9308
945	160058	9136
946	160232	8967
947	160398	8798
948	160544	8627
949	160664	8456
950	160984	8294
951	161233	8129
952	161384	7959
953	161544	7789
954	161695	7619
955	161845	7448
956	161997	7278
957	162150	7108
958	162334	6940
959	162474	6769
960	162619	6599
961	162765	6429
962	162913	6259
963	163078	6090
964	163246	5920
965	163416	5751
966	163577	5582
967	163996	5421
968	164174	5252
969	164329	5082
970	164494	4912
971	164674	4743
972	164816	4573
973	164954	4403
974	165091	4233
975	165239	4063
976	165388	3893
977	165527	3723
978	165681	3553
979	165851	3384
980	166020	3215
981	166217	3046
982	166353	2876
983	166464	2706
984	166576	2536
985	166694	2366
986	166804	2197
987	166920	2027
988	167037	1857
989	167154	1688
990	167305	1519
991	167440	1350
992	167573	1181
993	167700	1012
994	167838	843
995	167970	674
996	168099	505
997	168228	337
998	168350	168
999	168477	0
