iter	MultiClass
652	0.07786114149
653	0.07769648031
654	0.07751240547
655	0.0773879896
656	0.07715988796
657	0.07699547625
658	0.07689886084
659	0.07675132957
660	0.07653415472
661	0.07620748186
662	0.07605912739
663	0.07582715608
664	0.07564615416
665	0.07549906347
666	0.07531438949
667	0.07515687345
668	0.07497867511
669	0.07482389635
670	0.07467666897
671	0.07447828885
672	0.07436870017
673	0.07419797857
674	0.07402881651
675	0.07386137951
676	0.07372645291
677	0.07357181265
678	0.07346102477
679	0.07335912933
680	0.0731624809
681	0.07295205403
682	0.07284157839
683	0.07270843345
684	0.07253497606
685	0.07238819966
686	0.07223932566
687	0.07209303192
688	0.07194291202
689	0.07179658184
690	0.07168997055
691	0.07153828914
692	0.07142635529
693	0.07126589565
694	0.07115609916
695	0.07101947174
696	0.07091767898
697	0.07077857886
698	0.07060545901
699	0.07052971748
700	0.07040345093
701	0.0702509121
702	0.07018749249
703	0.0700753445
704	0.06994963047
705	0.06972790518
706	0.06958036579
707	0.06947138068
708	0.06925239429
709	0.06908076384
710	0.06894685404
711	0.06882787244
712	0.0686866299
713	0.06861132367
714	0.06852342476
715	0.06839318868
716	0.06825099724
717	0.06809228469
718	0.06795193851
719	0.06788955088
720	0.06776155442
721	0.06758654027
722	0.06744235545
723	0.06736744447
724	0.06726084379
725	0.06716966713
726	0.06700802488
727	0.06687534446
728	0.06674759536
729	0.06649206991
730	0.06635118176
731	0.06620888054
732	0.06608209291
733	0.06595925112
734	0.06581390146
735	0.06572293942
736	0.06563059663
737	0.06554844514
738	0.06545395828
739	0.06537495603
740	0.06520525293
741	0.06501767104
742	0.064911352
743	0.06480397568
744	0.0647022606
745	0.0645545752
746	0.06441506447
747	0.06431105558
748	0.06421512324
749	0.0640970252
750	0.06401510873
751	0.06387107974
752	0.0637653666
753	0.06370140385
754	0.06357545371
755	0.06341551232
756	0.06325959594
757	0.06321308365
758	0.06309696718
759	0.06292930045
760	0.06284033073
761	0.0626234331
762	0.06258389499
763	0.06242728688
764	0.06233022367
765	0.06217941581
766	0.06209654416
767	0.06194959347
768	0.06183800954
769	0.06172333155
770	0.06165602328
771	0.06157546727
772	0.06153298046
773	0.06148653101
774	0.06136890564
775	0.06125584254
776	0.06110052106
777	0.06093773622
778	0.06090717334
779	0.06080739054
780	0.06069671461
781	0.06054119483
782	0.06045312729
783	0.06040424247
784	0.06026327656
785	0.06017729002
786	0.06000980966
787	0.05991163224
788	0.05980948247
789	0.05970405158
790	0.05956040067
791	0.05944632394
792	0.05934659303
793	0.05924459897
794	0.05914552509
795	0.05906119031
796	0.05898406244
797	0.05888721817
798	0.05880297123
799	0.0586762864
800	0.05856790503
801	0.05846304037
802	0.05833550589
803	0.05822935027
804	0.0580502507
805	0.05794942927
806	0.05782893432
807	0.05769686204
808	0.05755557458
809	0.05739060192
810	0.05732387579
811	0.05724228246
812	0.05715147385
813	0.05705311622
814	0.05694228268
815	0.05673782003
816	0.05660523137
817	0.05648452288
818	0.05638689614
819	0.05630852866
820	0.05619181726
821	0.05614507324
822	0.05605713747
823	0.05603158395
824	0.0559758168
825	0.05590804262
826	0.05579826501
827	0.05565717175
828	0.05553466671
829	0.05543344243
830	0.05535536
831	0.05522370868
832	0.05509326097
833	0.05499274254
834	0.05484496282
835	0.054753511
836	0.05467342941
837	0.05457886627
838	0.05451834972
839	0.05444970232
840	0.05436463
841	0.05424445009
842	0.05411976049
843	0.0539833567
844	0.05385805752
845	0.05377401054
846	0.05366906617
847	0.05354038655
848	0.05346985253
849	0.05336165273
850	0.05331775044
851	0.05319647843
852	0.05313296682
853	0.05305642263
854	0.05294559582
855	0.05284522257
856	0.05277328041
857	0.05266847932
858	0.05256446706
859	0.05251304519
860	0.05242492609
861	0.05236743801
862	0.05230962231
863	0.05224386397
864	0.05215211116
865	0.05208389908
866	0.05199354519
867	0.05193254738
868	0.05187302247
869	0.05178969966
870	0.05173245344
871	0.05163412427
872	0.05156870426
873	0.05151155805
874	0.05142795121
875	0.05135921717
876	0.05127840481
877	0.05121809144
878	0.05110167176
879	0.05103393682
880	0.05094514162
881	0.05083187327
882	0.05077882574
883	0.05071491691
884	0.05064889808
885	0.05059088441
886	0.05051241506
887	0.05047273234
888	0.0503722412
889	0.05025954389
890	0.05015237211
891	0.05007476688
892	0.05003797407
893	0.0499749693
894	0.04989826204
895	0.04979899741
896	0.04970442472
897	0.04959774324
898	0.04950301351
899	0.04938237314
900	0.04931079037
901	0.04922855845
902	0.04915885764
903	0.04905050698
904	0.0489631821
905	0.04887959702
906	0.04880817349
907	0.04873355522
908	0.04864016241
909	0.04857241362
910	0.04848526138
911	0.04841743325
912	0.04834172822
913	0.04826303358
914	0.04819319143
915	0.04813589187
916	0.04806570889
917	0.04797210085
918	0.04789954412
919	0.04784341588
920	0.04779442301
921	0.04774831229
922	0.04763874345
923	0.04755499088
924	0.04750607399
925	0.0474361521
926	0.04734793376
927	0.04729107238
928	0.04719683013
929	0.04713162031
930	0.04703140532
931	0.04694166774
932	0.04685579141
933	0.0467982896
934	0.04671813695
935	0.04667004187
936	0.04663610372
937	0.04657051676
938	0.04652208361
939	0.04647288263
940	0.04639440712
941	0.04630802987
942	0.04625349685
943	0.04618763941
944	0.04610582223
945	0.04604265513
946	0.04595420643
947	0.04585784757
948	0.04578304308
949	0.04569560495
950	0.04560295145
951	0.04554750531
952	0.04550181561
953	0.04541934959
954	0.0453308427
955	0.0452604824
956	0.04520283916
957	0.04511985418
958	0.04503424464
959	0.04497239158
960	0.04490247607
961	0.044824159
962	0.04477130923
963	0.04466734021
964	0.04459271443
965	0.04451735634
966	0.04448192853
967	0.04440585246
968	0.04432019786
969	0.04423435726
970	0.04412920524
971	0.0440603676
972	0.04397554876
973	0.04393406405
974	0.04388815958
975	0.04378809009
976	0.04369552078
977	0.04365290535
978	0.04354179421
979	0.04344400693
980	0.04335679871
981	0.0432891914
982	0.04322108459
983	0.04313031569
984	0.04308240237
985	0.04303246782
986	0.04295184725
987	0.04288700471
988	0.04283378692
989	0.04280191666
990	0.04274010648
991	0.04268784806
992	0.04264149453
993	0.04256859305
994	0.04254179723
995	0.04248597306
996	0.04239237567
997	0.04232781156
998	0.04226322237
999	0.04217910342
